CollectionDate,data/0/beachId,data/0/beachName,data/0/eColi,data/0/advisory,data/0/statusFlag,data/1/beachId,data/1/beachName,data/1/eColi,data/1/advisory,data/1/statusFlag,data/2/beachId,data/2/beachName,data/2/eColi,data/2/advisory,data/2/statusFlag,data/3/beachId,data/3/beachName,data/3/eColi,data/3/advisory,data/3/statusFlag,data/4/beachId,data/4/beachName,data/4/eColi,data/4/advisory,data/4/statusFlag,data/5/beachId,data/5/beachName,data/5/eColi,data/5/advisory,data/5/statusFlag,data/6/beachId,data/6/beachName,data/6/eColi,data/6/advisory,data/6/statusFlag,data/7/beachId,data/7/beachName,data/7/eColi,data/7/advisory,data/7/statusFlag,data/8/beachId,data/8/beachName,data/8/eColi,data/8/advisory,data/8/statusFlag,data/9/beachId,data/9/beachName,data/9/eColi,data/9/advisory,data/9/statusFlag,data/0
2021-08-16,1,Marie Curtis Park East Beach,,There is no data available for this beach.,NO_DATA,2,Sunnyside Beach,43,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,3,Hanlan's Point Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,4,Gibraltar Point Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,5,Centre Island Beach,41,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,6,Ward's Island Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,7,Cherry Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,19,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,9,Kew Balmy Beach,40,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,10,Bluffer's Beach Park,50,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,
2021-08-15,1,Marie Curtis Park East Beach,12,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,2,Sunnyside Beach,91,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,3,Hanlan's Point Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,4,Gibraltar Point Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,5,Centre Island Beach,42,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,6,Ward's Island Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,7,Cherry Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,9,Kew Balmy Beach,14,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,10,Bluffer's Beach Park,26,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,
2021-08-14,1,Marie Curtis Park East Beach,21,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,2,Sunnyside Beach,85,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,3,Hanlan's Point Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,4,Gibraltar Point Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,5,Centre Island Beach,71,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,6,Ward's Island Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,7,Cherry Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,21,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,9,Kew Balmy Beach,24,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,10,Bluffer's Beach Park,33,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,
2021-08-13,1,Marie Curtis Park East Beach,,There is no data available for this beach.,NO_DATA,2,Sunnyside Beach,71,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,3,Hanlan's Point Beach,,There is no data available for this beach.,NO_DATA,4,Gibraltar Point Beach,,There is no data available for this beach.,NO_DATA,5,Centre Island Beach,,There is no data available for this beach.,NO_DATA,6,Ward's Island Beach,,There is no data available for this beach.,NO_DATA,7,Cherry Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,39,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,9,Kew Balmy Beach,56,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,10,Bluffer's Beach Park,17,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,
2021-08-12,1,Marie Curtis Park East Beach,,There is no data available for this beach.,NO_DATA,2,Sunnyside Beach,92,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,3,Hanlan's Point Beach,,There is no data available for this beach.,NO_DATA,4,Gibraltar Point Beach,,There is no data available for this beach.,NO_DATA,5,Centre Island Beach,,There is no data available for this beach.,NO_DATA,6,Ward's Island Beach,,There is no data available for this beach.,NO_DATA,7,Cherry Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,49,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,9,Kew Balmy Beach,73,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,10,Bluffer's Beach Park,19,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,
2021-08-11,1,Marie Curtis Park East Beach,,E.coli levels predicted to be above 100 E.coli per 100ml of water.,UNSAFE,2,Sunnyside Beach,168,E.coli levels exceed the City of Toronto's  established beach water quality standard of 100 E.coli per 100ml of water.,UNSAFE,3,Hanlan's Point Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,4,Gibraltar Point Beach,17,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,5,Centre Island Beach,37,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,6,Ward's Island Beach,26,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,7,Cherry Beach,12,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,109,E.coli levels exceed the City of Toronto's  established beach water quality standard of 100 E.coli per 100ml of water.,UNSAFE,9,Kew Balmy Beach,127,E.coli levels exceed the City of Toronto's  established beach water quality standard of 100 E.coli per 100ml of water.,UNSAFE,10,Bluffer's Beach Park,93,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,
2021-08-10,1,Marie Curtis Park East Beach,,There is no data available for this beach.,NO_DATA,2,Sunnyside Beach,115,E.coli levels exceed the City of Toronto's  established beach water quality standard of 100 E.coli per 100ml of water.,UNSAFE,3,Hanlan's Point Beach,15,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,4,Gibraltar Point Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,5,Centre Island Beach,70,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,6,Ward's Island Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,7,Cherry Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,152,E.coli levels exceed the City of Toronto's  established beach water quality standard of 100 E.coli per 100ml of water.,UNSAFE,9,Kew Balmy Beach,125,E.coli levels exceed the City of Toronto's  established beach water quality standard of 100 E.coli per 100ml of water.,UNSAFE,10,Bluffer's Beach Park,173,E.coli levels exceed the City of Toronto's  established beach water quality standard of 100 E.coli per 100ml of water.,UNSAFE,
2021-08-09,1,Marie Curtis Park East Beach,97,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,2,Sunnyside Beach,50,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,3,Hanlan's Point Beach,14,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,4,Gibraltar Point Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,5,Centre Island Beach,33,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,6,Ward's Island Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,7,Cherry Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,57,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,9,Kew Balmy Beach,41,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,10,Bluffer's Beach Park,73,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,
2021-08-08,1,Marie Curtis Park East Beach,74,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,2,Sunnyside Beach,61,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,3,Hanlan's Point Beach,13,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,4,Gibraltar Point Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,5,Centre Island Beach,51,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,6,Ward's Island Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,7,Cherry Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,43,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,9,Kew Balmy Beach,50,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,10,Bluffer's Beach Park,66,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,
2021-08-07,1,Marie Curtis Park East Beach,15,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,2,Sunnyside Beach,54,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,3,Hanlan's Point Beach,29,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,4,Gibraltar Point Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,5,Centre Island Beach,82,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,6,Ward's Island Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,7,Cherry Beach,12,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,39,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,9,Kew Balmy Beach,43,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,10,Bluffer's Beach Park,77,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,
2021-08-06,1,Marie Curtis Park East Beach,12,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,2,Sunnyside Beach,28,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,3,Hanlan's Point Beach,25,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,4,Gibraltar Point Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,5,Centre Island Beach,47,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,6,Ward's Island Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,7,Cherry Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,30,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,9,Kew Balmy Beach,15,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,10,Bluffer's Beach Park,54,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,
2021-08-05,1,Marie Curtis Park East Beach,13,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,2,Sunnyside Beach,49,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,3,Hanlan's Point Beach,12,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,4,Gibraltar Point Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,5,Centre Island Beach,44,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,6,Ward's Island Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,7,Cherry Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,32,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,9,Kew Balmy Beach,12,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,10,Bluffer's Beach Park,70,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,
2021-08-04,1,Marie Curtis Park East Beach,26,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,2,Sunnyside Beach,37,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,3,Hanlan's Point Beach,14,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,4,Gibraltar Point Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,5,Centre Island Beach,26,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,6,Ward's Island Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,7,Cherry Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,16,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,9,Kew Balmy Beach,15,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,10,Bluffer's Beach Park,118,E.coli levels exceed the City of Toronto's  established beach water quality standard of 100 E.coli per 100ml of water.,UNSAFE,
2021-08-03,1,Marie Curtis Park East Beach,22,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,2,Sunnyside Beach,17,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,3,Hanlan's Point Beach,12,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,4,Gibraltar Point Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,5,Centre Island Beach,19,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,6,Ward's Island Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,7,Cherry Beach,12,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,14,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,9,Kew Balmy Beach,22,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,10,Bluffer's Beach Park,38,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,
2021-08-02,1,Marie Curtis Park East Beach,25,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,2,Sunnyside Beach,33,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,3,Hanlan's Point Beach,18,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,4,Gibraltar Point Beach,13,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,5,Centre Island Beach,48,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,6,Ward's Island Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,7,Cherry Beach,18,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,34,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,9,Kew Balmy Beach,41,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,10,Bluffer's Beach Park,53,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,
2021-08-01,1,Marie Curtis Park East Beach,34,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,2,Sunnyside Beach,33,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,3,Hanlan's Point Beach,27,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,4,Gibraltar Point Beach,13,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,5,Centre Island Beach,63,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,6,Ward's Island Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,7,Cherry Beach,17,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,48,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,9,Kew Balmy Beach,35,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,10,Bluffer's Beach Park,91,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,
2021-07-31,1,Marie Curtis Park East Beach,136,E.coli levels exceed the City of Toronto's  established beach water quality standard of 100 E.coli per 100ml of water.,UNSAFE,2,Sunnyside Beach,21,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,3,Hanlan's Point Beach,28,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,4,Gibraltar Point Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,5,Centre Island Beach,26,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,6,Ward's Island Beach,12,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,7,Cherry Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,36,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,9,Kew Balmy Beach,40,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,10,Bluffer's Beach Park,40,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,
2021-07-30,1,Marie Curtis Park East Beach,207,E.coli levels exceed the City of Toronto's  established beach water quality standard of 100 E.coli per 100ml of water.,UNSAFE,2,Sunnyside Beach,35,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,3,Hanlan's Point Beach,21,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,4,Gibraltar Point Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,5,Centre Island Beach,17,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,6,Ward's Island Beach,13,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,7,Cherry Beach,10,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,36,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,9,Kew Balmy Beach,106,E.coli levels exceed the City of Toronto's  established beach water quality standard of 100 E.coli per 100ml of water.,UNSAFE,10,Bluffer's Beach Park,76,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,
2021-07-29,1,Marie Curtis Park East Beach,29,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,2,Sunnyside Beach,72,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,3,Hanlan's Point Beach,14,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,4,Gibraltar Point Beach,13,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,5,Centre Island Beach,127,E.coli levels exceed the City of Toronto's  established beach water quality standard of 100 E.coli per 100ml of water.,UNSAFE,6,Ward's Island Beach,15,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,7,Cherry Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,86,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,9,Kew Balmy Beach,218,E.coli levels exceed the City of Toronto's  established beach water quality standard of 100 E.coli per 100ml of water.,UNSAFE,10,Bluffer's Beach Park,251,E.coli levels exceed the City of Toronto's  established beach water quality standard of 100 E.coli per 100ml of water.,UNSAFE,
2021-07-28,1,Marie Curtis Park East Beach,25,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,2,Sunnyside Beach,65,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,3,Hanlan's Point Beach,17,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,4,Gibraltar Point Beach,15,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,5,Centre Island Beach,146,E.coli levels exceed the City of Toronto's  established beach water quality standard of 100 E.coli per 100ml of water.,UNSAFE,6,Ward's Island Beach,15,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,7,Cherry Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,47,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,9,Kew Balmy Beach,65,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,10,Bluffer's Beach Park,74,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,
2021-07-27,1,Marie Curtis Park East Beach,40,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,2,Sunnyside Beach,43,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,3,Hanlan's Point Beach,13,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,4,Gibraltar Point Beach,14,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,5,Centre Island Beach,31,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,6,Ward's Island Beach,17,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,7,Cherry Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,22,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,9,Kew Balmy Beach,11,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,10,Bluffer's Beach Park,28,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,
2021-07-26,1,Marie Curtis Park East Beach,,There is no data available for this beach.,NO_DATA,2,Sunnyside Beach,100,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,3,Hanlan's Point Beach,,There is no data available for this beach.,NO_DATA,4,Gibraltar Point Beach,,There is no data available for this beach.,NO_DATA,5,Centre Island Beach,42,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,6,Ward's Island Beach,19,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,7,Cherry Beach,14,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,8,Woodbine Beaches,32,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,9,Kew Balmy Beach,29,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,10,Bluffer's Beach Park,56,E.coli levels are within the City of Toronto's established beach water quality standard of 100 E.coli per 100ml of water.,SAFE,
